id_standar,nama_data,konsep_kode,definisi,klasifikasi_penyajian,klasifikasi_isian,is_klasifikasi,ukuran,satuan
24410020,Jumlah Bus Antarprovinsi,K01190 Bus|,Banyaknya angkutan penumpang dengan kapasitas besar dalam trayek yang digunakan untuk melayani angkutan antarkota antarprovinsi.,32010026 Wilayah|,-,0,Total,unit
24410021,Jumlah Bus Pariwisata,K01190 Bus|,Banyaknya angkutan penumpang dengan kapasitas besar yang tidak bertrayek yang digunakan untuk keperluan pariwisata.,32010026 Wilayah|,-,0,Total,unit
24410023,Jumlah Jaringan Trayek,K00691 Jaringan Trayek|,Banyaknya kumpulan rute atau lintasan yang menjadi satu kesatuan pelayanan angkutan penumpang dan/atau barang.,"32010026 Wilayah|
24420045 Moda Transportasi|",-,0,Total,jaringan trayek
24410022,Jumlah Jaringan Trayek Angkutan Perintis,K00691 Jaringan Trayek|,Banyaknya kumpulan rute atau lintasan yang menjadi satu kesatuan pelayanan angkutan penumpang dan/atau barang dari satu tempat ke tempat lainnya untuk melayani wilayah yang belum atau tidak dilayani oleh angkutan perairan karena belum memberikan manfaat komersial.,"32010026 Wilayah|
24420045 Moda Transportasi|",-,0,Total,jaringan trayek
24410024,Jumlah Jembatan,K00698 Jembatan|,Banyaknya jalan atau titian besar yang berada di atas permukaan air dan/atau tanah.,32010026 Wilayah|,-,0,Total,unit
24410025,Jumlah Kecelakaan Transportasi,K00793 Kecelakaan Transportasi|,"Banyaknya kejadian yang dialami moda transportasi yang dapat membahayakan dan/atau mengancam keselamatan manusia yang meliputi tenggelam, terbakar, tubrukan, kandas dan mati mesin.","32010026 Wilayah|
24420045 Moda Transportasi|",-,0,Total,kejadian
24410061,Jumlah Kecelakaan Transportasi yang Dilakukan Operasi Pencarian dan Pertolongan,"K00793 Kecelakaan Transportasi|
K02372 Pencarian dan Pertolongan|","Banyaknya peristiwa yang menimpa pesawat udara, kapal, kereta api, kendaraan bermotor, dan alat transportasi lainnya yang dapat membahayakan dan/atau mengancam keselamatan manusia yang dilakukan pencarian dalam upaya menolong dan memberi bantuan.","3200026 Wilayah|
2440045 Moda Transportasi|",-,0,Total,kecelakaan
24410027,Jumlah Korban Kecelakaan Transportasi,"K00974 Korban|
K00793 Kecelakaan Transportasi|","Banyaknya orang yang mengalami penderitaan, meninggal dunia, atau hilang akibat kecelakaan angkutan atau moda transportasi.","32010026 Wilayah|
24420045 Moda Transportasi|",-,0,Total,orang
24410062,Jumlah Korban Kecelakaan Transportasi yang Dilakukan Operasi Pencarian dan Pertolongan,"K00974 Korban|
K00793 Kecelakaan Transportasi|
K02372 Pencarian dan Pertolongan|","Banyaknya orang yang mengalami penderitaan, meninggal dunia, atau hilang akibat kecelakaan yang dilakukan pencarian dalam upaya menolong dan memberi bantuan.","3200026 Wilayah|
1040202 Keadaan Korban Hasil Pencarian dan Pertolongan|",-,0,Total,orang
24410063,Jumlah Kota yang Terhubung dengan Angkutan Udara Perintis,"K00989 Kota|
K00134 Angkutan Udara|",Banyaknya kota yang terhubung dalam kegiatan angkutan udara niaga dalam negeri yang melayani jaringan dan rute penerbangan untuk menghubungkan daerah terpencil dan tertinggal atau daerah yang belum terlayani oleh moda transportasi lain dan secara komersial belum menguntungkan.,32010026 Wilayah|,-,0,Total,kota
24410029,Jumlah Pelabuhan,K01321 Pelabuhan|,"Banyaknya tempat kegiatan pemerintahan dan kegiatan ekonomi yang dipergunakan sebagai tempat kapal bersandar, berlabuh, naik turun penumpang dan/atau bongkar muat barang yang dilengkapi dengan fasilitas keselamatan pelayaran dan kegiatan penunjang pelabuhan serta sebagai tempat perpindahan intra dan antarmoda transportasi.",32010026 Wilayah|,-,0,Total,pelabuhan
24410064,Jumlah Pelabuhan Pendukung Kawasan Strategis Prioritas Nasional,"K01321 Pelabuhan|
K00764 Kawasan Strategis Nasional (KSN)|","Banyaknya pelabuhan yang wilayah penataan ruangnya diprioritaskan karena mempunyai pengaruh sangat penting secara nasional terhadap kedaulatan negara, pertahanan dan keamanan negara, ekonomi, sosial, budaya, dan/atau lingkungan, termasuk wilayah yang ditetapkan sebagai warisan dunia.",32010026 Wilayah|,-,0,Total,unit
24410065,Jumlah Pelabuhan Sungai dan Danau,K01321 Pelabuhan|,"Banyaknya pelabuhan sungai dan danau, meliputi pelabuhan yang berfungsi sebagai sebagai tempat asal tujuan penumpang dan/atau barang, serta angkutan penyeberangan, dan pelabuhan yang memiliki fungsi pokok sebagai pengumpan bagi pelabuhan utama dan pelabuhan pengumpul.",32010026 Wilayah|,-,0,Total,unit
24410031,Jumlah Pelaut,K01358 Pelaut|,Banyaknya orang yang mempunyai kualifikasi keahlian atau keterampilan sebagai awak kapal.,"32010026 Wilayah|
33220007 Jenis Kelamin|",-,0,Total,orang
24410032,Jumlah Pembangunan dan Peningkatan/Rehabilitasi Peralatan Persinyalan,K01622 Peralatan Persinyalan Perkeretaapian|,Banyaknya pembangunan dan peningkatan/rehabilitasi fasilitas pengoperasian kereta api yang berfungsi memberi petunjuk atau isyarat yang berupa warna atau cahaya dengan arti tertentu yang dipasang pada tempat tertentu.,32010026 Wilayah|,-,0,Total,kegiatan
24410034,Jumlah Perlintasan Sebidang Rel Kereta Api,K01686 Perlintasan Sebidang Rel Kereta Api|,Banyaknya perpotongan antara jalan dengan jalur kereta api.,32010026 Wilayah|,-,0,Total,perlintasan sebidang
24410035,Jumlah Ruas Jalan Tol,"K02381 Ruas Jalan|
K00663 Jalan Tol|",Banyaknya satu bagian atau penggal dari sistem jaringan jalan tol yang pengusahaannya dapat dilakukan oleh badan usaha.,32010026 Wilayah|,-,0,Total,ruas jalan
24410036,Jumlah Rute Jembatan Udara,K00701 Jembatan Udara|,"Banyaknya jalur atau arah yang dilalui angkutan udara kargo dari bandar udara ke bandar udara lainnya dan/atau dari bandar udara ke bandar udara dengan menggunakan mekanisme kewajiban pelayanan publik angkutan barang dari dan ke daerah tertinggal, terpencil, terluar, dan perbatasan.","32010026 Wilayah|
24420014 Jenis Program Jembatan Udara|",-,0,Total,rute
24410037,Jumlah Rute Penerbangan pada Angkutan Udara Perintis,"K01938 Rute Penerbangan|
K00134 Angkutan Udara|",Banyaknya jalur pesawat udara yang melayani jaringan dan rute penerbangan untuk menghubungkan daerah terpencil dan tertinggal atau daerah yang belum terlayani oleh moda transportasi lain dan secara komersial belum menguntungkan.,32010026 Wilayah|,-,0,Total,rute
24410038,Jumlah Sarana Bantu Navigasi Pelayaran (SBNP),K01957 Sarana Bantu Navigasi-Pelayaran (SBNP)|,Banyaknya peralatan atau sistem yang berada di luar kapal yang didesain dan dioperasikan untuk meningkatkan keselamatan dan efisiensi bernavigasi kapal dan/atau lalu lintas kapal.,32010026 Wilayah|,-,0,Total,unit
24410039,Jumlah Stasiun Kereta Api,K02047 Stasiun Kereta Api|,Banyaknya tempat pemberangkatan dan pemberhentian kereta api.,32010026 Wilayah|,-,0,Total,stasiun
24410040,Jumlah Terminal,K02190 Terminal|,"Banyaknya prasarana transportasi jalan untuk keperluan memuat dan menurunkan orang dan/atau barang serta mengatur kedatangan dan keberangkatan kendaraan umum, yang merupakan salah satu wujud simpul jaringan transportasi.",32010026 Wilayah|,-,0,Total,terminal
24410066,Jumlah Terminal Antarlintas Batas Negara (ALBN),K02190 Terminal|,"Banyaknya pangkalan transportasi dengan fasiilitas pendukung yang digunakan dalam mengatur kedatangan dan keberangkatan, tempat menunggu, menaikkan dan menurunkan orang, serta perpindahan moda angkutan yang melayani angkutan antarlintas batas negara.",32010026 Wilayah|,-,0,Total,unit
24410067,Jumlah Terminal Barang Internasional (TBI),K02190 Terminal|,Banyaknya terminal barang untuk umum yang menunjang kegiatan pengiriman barang dari dan ke luar negeri (impor dan ekspor).,32010026 Wilayah|,-,0,Total,unit
24410042,Jumlah Trayek Perintis Angkutan Penyeberangan,K02227 Trayek Angkutan|,Banyaknya rute atau lintasan pelayanan angkutan pelabuhan laut yang melayani angkutan penyeberangan yang ditetapkan oleh pemerintah untuk melayani daerah atau wilayah yang belum atau tidak dilayani oleh angkutan perairan karena belum memberikan manfaat komersial.,32010026 Wilayah|,-,0,Total,trayek
24410046,Panjang Jalan,K00656 Jalan|,Panjang prasarana transportasi yang digunakan untuk lalu lintas orang (kendaraan dan sebagainya),32010026 Wilayah|,-,0,Panjang,meter
24410049,Panjang Jembatan,K00698 Jembatan|,Panjang jembatan dalam ruas jalan nasional.,32010026 Wilayah|,-,0,Panjang,meter
24410068,Persentase Desa/Kelurahan yang Memiliki Jalan yang dapat Dilalui Kendaraan Roda Empat atau Lebih,"K00371 Desa|
K00836 Kelurahan|
K00656 Jalan|
K00853 Kendaraan Bermotor|",Bagian dari populasi desa/kelurahan yang memiliki jalan yang dapat dilalui oleh kendaraan bermotor roda empat atau lebih.,32010026 Wilayah|,-,0,Persentase,persen
24410051,Persentase Panjang Jembatan,K00698 Jembatan|,Bagian dari panjang ruas jalan yang merupakan titian besar atau penghubung.,32010026 Wilayah|,-,0,Persentase,persen
24410052,Persentase Penduduk Terlayani Transportasi Umum,"K01476 Penduduk|
K02224 Transportasi Publik/Umum|",Bagian dari populasi penduduk yang mendapat layanan angkutan umum.,32010026 Wilayah|,-,0,Persentase,persen
24410053,Persentase Penduduk yang Mudah Mengakses Transportasi Publik,"K01476 Penduduk|
K02224 Transportasi Publik/Umum|",Bagian dari populasi penduduk di suatu wilayah yang dapat mengakses transportasi umum dalam jarak 500 meter dari tempat tinggalnya.,32010026 Wilayah|,-,0,Persentase,persen
24410069,Persentase Rumah Tangga yang Pernah Melakukan Pelanggaran Lalu Lintas,"K01925 Rumah Tangga|
K01340 Pelanggaran|
K01049 Lalu Lintas|","Bagian dari seluruh rumah tangga yang minimal salah satu anggota rumah tangganya pernah melakukan pelanggaran rambu lalu lintas, seperti tidak menggunakan helm saat berkendara sepeda motor, menerobos lampu lalu lintas, dan memutar balik atau melewati marka jalan.",32010026 Wilayah|,-,0,Persentase,persen
24410054,Persentase Siswa yang Menggunakan Sarana Transportasi untuk Pergi ke Sekolah,"K02026 Siswa|
K02223 Transportasi|
K01976 Sekolah|","Bagian dari populasi penduduk berumur 5 tahun ke atas yang masih bersekolah dan menggunakan sarana transportasi, baik kendaraan pribadi maupun kendaraan umum.",32010026 Wilayah|,-,0,Persentase,persen
24410070,Rata-rata Response Time Operasi Pencarian dan Pertolongan pada Kecelakaan Transportasi,"K02372 Pencarian dan Pertolongan|
K00793 Kecelakaan Transportasi|",Rata-rata jangka waktu yang dihitung sejak informasi/laporan terkait dengan keadaan yang berpotensi menimbulkan kecelakaan transportasi diterima sampai dengan unit pencarian dan pertolongan siap diberangkatkan.,"3200026 Wilayah|
2440045 Moda Transportasi|",-,0,Rata-rata,menit
24510030,Distribusi Persentase Kunjungan Wisatawan,K01008 Wisata|,Bagian dari keseluruhan kunjungan wisatawan pada kategori atau kelompok tertentu.,"32010026 Wilayah|
24520008 Jenis Wisatawan|",-,0,Persentase,persen
24510031,Indeks Pembangunan Kepariwisataan Nasional (IPKN),"K01384 Pembangunan|
K00860 Kepariwisataan|",Nilai yang menggambarkan kualitas pembangunan kepariwisataan bersifat lintas sektor dalam suatu wilayah pada waktu tertentu.,32010026 Wilayah|,-,0,Indeks,-
24510010,Jumlah Devisa Sektor Pariwisata,"K00379 Devisa|
K00860 Kepariwisataan|",Banyaknya penerimaan devisa sektor pariwisata yang berasal dari kunjungan wisatawan mancanegara.,32010026 Wilayah|,-,0,Total,miliar dolar Amerika Serikat
24510011,Jumlah Hotel Bintang,K00524 Hotel|,Banyaknya usaha penyediaan akomodasi yang memenuhi ketentuan sebagai hotel bintang dan ditetapkan oleh instansi khusus yang membinanya.,32010026 Wilayah|,-,0,Total,unit usaha
24510013,Jumlah Kamar Hotel,K00712 Kamar Hotel|,"Banyaknya kamar yang tersedia untuk tamu baik kamar yang terisi maupun tidak terisi, tetapi tidak termasuk kamar yang sedang diperbaiki, kamar pegawai hotel, dan kamar untuk kantor.","32010026 Wilayah|
24520001 Jenis Usaha Akomodasi|",-,0,Total,kamar
24510014,Jumlah Kunjungan Wisatawan Mancanegara,"K01008 Wisata|
K02332 Wisatawan Mancanegara|","Banyaknya perjalanan kurang dari enam bulan yang dilakukan oleh wisatawan mancanegara dalam wilayah Indonesia dengan tujuan bukan untuk sekolah atau bekerja, dengan mengunjungi objek wisata komersial, dan/atau menginap di akomodasi komersial.",32010026 Wilayah|,-,0,Total,kunjungan
24510015,Jumlah Kunjungan Wisatawan Nusantara,"K01008 Wisata|
K02334 Wisatawan Nusantara|","Banyaknya perjalanan kurang dari enam bulan yang dilakukan oleh penduduk dalam wilayah Indonesia dengan tujuan bukan untuk sekolah atau bekerja, dengan mengunjungi objek wisata komersial, dan/atau menginap di akomodasi komersial, dan/atau jarak perjalanan lebih besar dari atau sama dengan 100 kilometer pergi-pulang.",32010026 Wilayah|,-,0,Total,kunjungan
24510016,Jumlah Malam Kamar Hotel Terpakai,K00712 Kamar Hotel|,Banyaknya malam kamar yang digunakan/terisi oleh tamu.,"32010026 Wilayah|
24520001 Jenis Usaha Akomodasi|",-,0,Total,malam kamar
24510017,Jumlah Malam Tamu Menginap,K00524 Hotel|,Banyaknya malam yang dihabiskan tamu selama menginap di hotel dan jasa akomodasi lainnya.,"32010026 Wilayah|
24520001 Jenis Usaha Akomodasi|",-,0,Total,malam
24510021,Jumlah Pekerja Sektor Pariwisata,"K01306 Pekerja|
K00860 Kepariwisataan|",Banyaknya orang yang bekerja di sektor pariwisata.,"32010026 Wilayah|
33220007 Jenis Kelamin|
24520007 Jenis Usaha Pariwisata|",-,0,Total,orang
24510032,Jumlah Perjalanan Wisatawan,K02376 Perjalanan Wisata|,Banyaknya perjalanan yang dilakukan oleh penduduk Indonesia dari tempat tinggal biasanya ke tempat di luar lingkungan sehari-hari di wilayah geografis Indonesia secara sukarela selama kurang dari 12 bulan dan bukan bertujuan untuk bekerja (memperoleh upah/gaji dari penduduk di tempat yang dituju) atau sekolah secara rutin.,"32010026 Wilayah|
24520008 Jenis Wisatawan|",-,0,Total,kegiatan
24510019,Jumlah Tamu Hotel,K00524 Hotel|,Banyaknya orang yang menginap dan/atau mempergunakan jasa-jasa lainnya yang disediakan oleh hotel.,32010026 Wilayah|,-,0,Total,orang
24510020,Jumlah Tempat Tidur Hotel,K00524 Hotel|,"Banyaknya tempat tidur yang tersedia untuk tamu, baik yang sedang digunakan/terisi ataupun tidak terisi tamu.","32010026 Wilayah|
24520001 Jenis Usaha Akomodasi|",-,0,Total,unit
24510009,Jumlah Usaha Akomodasi,K02262 Usaha Akomodasi|,"Banyaknya usaha yang menyediakan tempat menginap atau tempat tinggal sementara, baik harian maupun mingguan, bagi orang yang bepergian.","32010026 Wilayah|
24520001 Jenis Usaha Akomodasi|",-,0,Total,unit usaha
24510022,Jumlah Usaha Pariwisata,K02279 Usaha Pariwisata|,Banyaknya usaha yang menyediakan barang dan/atau jasa bagi pemenuhan kebutuhan wisatawan dan penyelenggaraan pariwisata.,"32010026 Wilayah|
24520007 Jenis Usaha Pariwisata|",-,0,Total,unit usaha
24510018,Jumlah Usaha Penyediaan Makan Minum,"K02261 Usaha|
K01600 Penyedia Makan Minum|","Banyaknya usaha yang melakukan kegiatan pelayanan makan minum, yang menyediakan makanan dan minuman untuk dikonsumsi segera, meliputi restoran tradisional, restoran ""self-service"" atau restoran ""take away"", baik di tempat tetap maupun sementara dengan atau tanpa tempat duduk, yang ditentukan berdasarkan makanan dan minuman berdasarkan pemesanan, bukan berdasarkan fasilitas yang ditawarkan.",32010026 Wilayah|,-,0,Total,unit usaha
24510033,Jumlah Wisatawan Mancanegara,K02332 Wisatawan Mancanegara|,"Banyaknya orang yang melakukan perjalanan ke Indonesia dari luar negeri, kurang dari satu tahun, didorong oleh suatu tujuan utama (bisnis, berlibur, atau tujuan pribadi lainnya), selain untuk bekerja dengan penduduk Indonesia.",32010026 Wilayah|,-,0,Total,orang
24510034,Laju Pertumbuhan Kontribusi Pariwisata Terhadap Produk Domestik Bruto (PDB),"K00860 Kepariwisataan|
K01775 Produk Domestik Bruto (PDB)|",Angka yang menunjukkan perkembangan nilai tambah pada sektor-sektor yang terkait dengan pariwisata terhadap total produk domestik bruto atas dasar harga berlaku.,32010026 Wilayah|,-,0,Tingkat,persen
24510035,Persentase Penggunaan Anggaran Pemerintah di Sektor Pariwisata,"K00103 Anggaran|
K00860 Kepariwisataan|",Bagian dari anggaran pendapatan dan belanja negara yang digunakan untuk kegiatan yang terkait pariwisata.,"32010026 Wilayah|
25020059 Tingkatan Pemerintahan|",-,0,Persentase,persen
24510036,Proporsi Sektor Pariwisata Terhadap Produk Domestik Bruto (PDB),"K00860 Kepariwisataan|
K01775 Produk Domestik Bruto (PDB)|","Bagian dari produk domestik bruto (PDB) yang berasal dari nilai pengeluaran ekonomi untuk pariwisata yang terdiri dari konsumsi wisatawan nusantara, pengeluaran pemerintah untuk pariwisata, investasi pariwisata, dan ekspor neto jasa perjalanan.",32010026 Wilayah|,-,0,Proporsi,-
24510037,Rata-rata Lama Kunjungan Wisatawan,"K02331 Wisatawan|
K01008 Wisata|",Rata-rata lamanya wisatawan bermalam dalam satu kali kunjungan.,"32010026 Wilayah|
10120066 Umur/Usia|
33220007 Jenis Kelamin|
24520008 Jenis Wisatawan|",-,0,Rata-rata,malam
24510026,Rata-rata Lama Tinggal Wisatawan Mancanegara,K02332 Wisatawan Mancanegara|,Rata-rata banyaknya hari yang dihabiskan oleh wisatawan mancanegara di Indonesia yang dihitung berdasarkan pergantian tanggal.,32010026 Wilayah|,-,0,Rata-rata,hari
24510038,Rata-rata Pengeluaran Kunjungan Wisatawan,"K01536 Pengeluaran|
K02331 Wisatawan|
K01008 Wisata|",Rata-rata nilai uang yang dikeluarkan/dibayarkan untuk memperoleh barang konsumsi dan jasa dalam rangka wisata dan selama priode kunjungan wisata.,"32010026 Wilayah|
10120066 Umur/Usia|
24520008 Jenis Wisatawan|",-,0,Rata-rata,dolar Amerika Serikat
24510039,Tingkat Ketersediaan Kamar Hotel,K00712 Kamar Hotel|,"Banyaknya kamar yang tersedia untuk tamu (yang sedang digunakan/terisi ataupun tidak terisi tamu) untuk setiap seratus penduduk, tidak termasuk kamar yang sedang diperbaiki, kamar pegawai hotel dan kamar untuk kantor.",32010026 Wilayah|,-,0,Tingkat,kamar perseratus penduduk
24510028,Tingkat Penghunian Kamar (TPK),"K00524 Hotel|
K02262 Usaha Akomodasi|",Bagian dari seluruh malam kamar yang tersedia yang dihuni atau terisi tamu| atau perbandingan antara banyaknya malam kamar yang terpakai dengan banyaknya malam kamar yang tersedia.,"32010026 Wilayah|
24520001 Jenis Usaha Akomodasi|",-,0,Persentase,persen
24510029,Tingkat Penghunian Tempat Tidur Hotel,K00524 Hotel|,"Porsi atau bagian dari seluruh tempat tidur yang tersedia di hotel, yang telah disewakan/digunakan oleh tamu.","32010026 Wilayah|
24520001 Jenis Usaha Akomodasi|",-,0,Proporsi,-
24610002,Jumlah Anggota Koperasi,K00107 Anggota Koperasi|,Banyaknya anggota yang meliputi pemilik dan pengguna jasa koperasi yang dicatat dalam buku daftar anggota.,"32010026 Wilayah|
33220007 Jenis Kelamin|
10320055 Tingkat Pendidikan|
24620001 Jenis Koperasi|",-,0,Total,orang
24610003,Jumlah Desa/Kelurahan dengan Keberadaan Anjungan Tunai Mandiri (ATM)/Bank,"K00371 Desa|
K00836 Kelurahan|
K00144 Anjungan Tunai Mandiri/Automated Teller Machine (ATM)|
K00713 Bank|","Banyaknya desa/kelurahan yang memiliki minimum satu anjungan tunai mandiri (ATM) atau bank, baik bank umum pemerintah, bank umum swasta, maupun Bank Perkreditan Rakyat (BPR).",32010026 Wilayah|,-,0,Total,desa/ kelurahan
24610004,Jumlah Pembiayaan Usaha,K00991 Kredit|,Jumlah realisasi fasilitasi akses pembiayaan yang tersalurkan bagi pelaku usaha.,"32010026 Wilayah|
23020097 Subsektor Ekonomi Kreatif|",-,0,Total,rupiah
24610016,Nilai Pendanaan Kredit Usaha Rakyat,"K01449 Pendanaan Usaha|
K00991 Kredit|","Nilai uang yang diberikan untuk kredit/pembiayaan modal kerja dan/atau investasi kepada debitur individu/perseorangan, badan usaha dan/atau kelompok usaha yang produktif dan layak namun belum memiliki agunan tambahan atau agunan tambahan belum cukup.",32010026 Wilayah|,-,0,Nilai,rupiah
24610009,Persentase Industri yang Menerima Pinjaman atau Kredit,"K00595 Industri Manufaktur|
K00991 Kredit|",Bagian dari populasi industri yang menerima pinjaman uang dari lembaga keuangan dengan pengembalian secara bertahap.,32010026 Wilayah|,-,0,Persentase,persen
24610017,Persentase Penduduk Berumur 5 Tahun ke Atas yang Memiliki Tabungan/Simpanan,K01476 Penduduk|,"Bagian dari seluruh penduduk berumur 5 tahun ke atas yang memiliki tabungan/simpanan berupa uang di lembaga keuangan (perbankan, koperasi) atau di nonlembaga keuangan.",32010026 Wilayah|,-,0,Persentase,persen
24610011,Persentase Penduduk yang Memiliki Asuransi Swasta,"K01476 Penduduk|
K00165 Asuransi|","Bagian dari populasi penduduk yang memiliki asuransi, baik untuk jiwa maupun barang, yang dikelola oleh pihak swasta.","32010026 Wilayah|
33220007 Jenis Kelamin|
10120066 Umur/Usia|
32020020 Klasifikasi Wilayah|",-,0,Persentase,persen
24610008,Persentase Usaha yang Memiliki Akses ke Layanan Keuangan,"K02261 Usaha|
K00991 Kredit|
K01197 Modal|",Bagian dari populasi usaha yang bisa mendapatkan layanan keuangan seperti pinjaman dan penyertaan modal.,32010026 Wilayah|,-,0,Persentase,persen
24610014,Pulangan Aset/Return on Assets,K00159 Aset|,"Perbandingan pendapatan bersih dalam satu tahun sebelum ditambahkan pajak terhadap rata-rata nilai aset, baik aset finansial maupun aset nonfinansial.",32010026 Wilayah|,-,0,Persentase,persen
24610007,Rasio Kredit Bermasalah/Pembiayaan Bermasalah Bruto,K01234 Kredit Bermasalah atau Pembiayaan Bermasalah/Nonperforming Loans|,"Bagian dari total kredit atau pembiayaan kepada pihak ketiga bukan bank yang kualitas pembayaran pengembaliannya kurang lancar, diragukan, dan macet.",32010026 Wilayah|,-,0,Persentase,persen
24610018,Regulatory Tier 1 Capital to Risk-Weighted Assets,K02204 Modal Inti|,Angka yang menggambarkan ketahanan perbankan berdasarkan perbandingan modal inti bank terhadap nilai aset minimum yang harus dimiliki bank untuk mengurangi risiko kebangkrutan.,32010026 Wilayah|,-,0,Persentase,persen
25010045,Indeks Kepuasan Masyarakat,K01368 Pelayanan Publik|,Angka yang diperoleh dari hasil pengukuran secara kuantitatif maupun kualitatif berdasarkan pendapat masyarakat dalam memperoleh pelayanan dari aparatur penyelenggara pelayanan publik dengan membandingkan antara harapan untuk memenuhi kebutuhannya terhadap pelayanan yang diterima.,32010026 Wilayah|,-,0,Indeks,-
25010046,Indeks Keterbukaan Informasi Publik,K00601 Informasi Publik|,"Angka yang menggambarkan kondisi keterbukaan informasi publik pada badan publik daerah dan nasional yang dipotret dari tiga dimensi, yang terdiri dari dimensi fisik/politik, dimensi ekonomi, dan dimensi hukum.",32010026 Wilayah|,-,0,Indeks,-
25010007,Jumlah Alumni Pelatihan Dasar Calon Pegawai Negeri Sipil (CPNS),"K00090 Alumni|
K01354 Pelatihan|
K01300 Pegawai Negeri Sipil (PNS)|",Banyaknya calon pegawai negeri sipil (CPNS) yang telah mengikuti dan lulus pelatihan dasar CPNS.,"32010026 Wilayah|
33220007 Jenis Kelamin|",-,0,Total,orang
25010008,Jumlah Alumni Pelatihan Fungsional Pegawai Negeri Sipil (PNS),"K00090 Alumni|
K01354 Pelatihan|
K01300 Pegawai Negeri Sipil (PNS)|
K00645 Jabatan Fungsional|",Banyaknya pegawai negeri sipil (PNS) yang akan atau sudah menduduki jabatan fungsional yang telah mengikuti dan lulus pelatihan fungsional pada periode waktu tertentu.,"32010026 Wilayah|
25020001 Golongan Pegawai Negeri Sipil (PNS)|
33220007 Jenis Kelamin|
10320009 Jenjang Pendidikan|",-,0,Total,orang
25010009,Jumlah Alumni Pelatihan Kepemimpinan Tingkat I,"K00090 Alumni|
K01354 Pelatihan|
K00652 Jabatan Struktural|",Banyaknya pejabat pimpinan tinggi atau pegawai non-ASN yang setara dengan jabatan pimpinan tinggi yang lulus mengikuti pelatihan kepemimpinan tingkat I.,"32010026 Wilayah|
33220007 Jenis Kelamin|
25020001 Golongan Pegawai Negeri Sipil (PNS)|
10320009 Jenjang Pendidikan|",-,0,Total,orang
25010010,Jumlah Alumni Pelatihan Kepemimpinan Tingkat II,"K00090 Alumni|
K01354 Pelatihan|
K00652 Jabatan Struktural|",Banyaknya pegawai negeri sipil (PNS) atau non-PNS yang telah mengikuti dan dinyatakan lulus pelatihan kepemimpinan tingkat II.,"32010026 Wilayah|
33220007 Jenis Kelamin|
10320009 Jenjang Pendidikan|
25020001 Golongan Pegawai Negeri Sipil (PNS)|",-,0,Total,orang
25010011,Jumlah Alumni Pelatihan Sosial Kultural,"K00090 Alumni|
K01354 Pelatihan|
K00951 Kompetensi Sosial Kultural|",Banyaknya pegawai yang bekerja di instansi pemerintah atau lembaga negara yang disetarakan dengan PNS berdasarkan ketentuan peraturan perundang-undangan yang telah mengikuti dan lulus pelatihan yang dilaksanakan dalam rangka pengembangan kompetensi sosial kultural untuk mencapai persyaratan standar kompetensi jabatan dan pengembangan karir.,"32010026 Wilayah|
33220007 Jenis Kelamin|
10320009 Jenjang Pendidikan|
25020001 Golongan Pegawai Negeri Sipil (PNS)|",-,0,Total,orang
25010012,Jumlah Alumni Pelatihan Struktural Kepemimpinan Administrator,"K00090 Alumni|
K01354 Pelatihan|
K00652 Jabatan Struktural|",Banyaknya pegawai negeri sipil (PNS) yang telah mengikuti dan lulus pelatihan struktural kepemimpinan administrator.,"32010026 Wilayah|
33220007 Jenis Kelamin|
25020001 Golongan Pegawai Negeri Sipil (PNS)|
10320009 Jenjang Pendidikan|",-,0,Total,orang
25010013,Jumlah Alumni Pelatihan Struktural Kepemimpinan Pengawas,"K00090 Alumni|
K01354 Pelatihan|
K00652 Jabatan Struktural|",Banyaknya pegawai negeri sipil (PNS) yang telah mengikuti dan lulus pelatihan struktural kepemimpinan pengawas.,"32010026 Wilayah|
33220007 Jenis Kelamin|
10320009 Jenjang Pendidikan|
25020001 Golongan Pegawai Negeri Sipil (PNS)|",-,0,Total,orang
25010049,Jumlah Alumni Pelatihan Teknis,"K00090 Alumni|
K00952 Kompetensi Teknis|
K00147 Aparatur Sipil Negara (ASN)|",Banyaknya aparatur sipil negara (ASN) dan/atau peserta lainnya yang telah mengikuti dan lulus pelatihan teknis pada periode waktu tertentu.,"32010026 Wilayah|
33220007 Jenis Kelamin|",-,0,Total,orang
25010015,Jumlah Aparatur Sipil Negara yang Telah Mengikuti Pelatihan Fungsional,"K00147 Aparatur Sipil Negara (ASN)|
K01354 Pelatihan|
K00645 Jabatan Fungsional|",Banyaknya pegawai ASN yang menduduki jabatan fungsional dan telah mengikuti serta lulus pelatihan fungsional.,"32010026 Wilayah|
33220007 Jenis Kelamin|
25020001 Golongan Pegawai Negeri Sipil (PNS)|
10320009 Jenjang Pendidikan|",-,0,Total,orang
25010016,Jumlah Badan Publik yang Berkualifikasi Informatif,"K00179 Badan Publik|
K00601 Informasi Publik|",Banyaknya badan publik yang memberikan informasi berkaitan dengan penyelenggara dan penyelenggaraan negara dan/atau penyelenggara dan penyelenggaraan badan publik lainnya yang sesuai dengan undang-undang serta informasi lain yang berkaitan dengan kepentingan publik.,32010026 Wilayah|,-,0,Total,badan publik
25010019,Jumlah Keanggotaan Indonesia dalam Forum dan Organisasi Internasional,K01264 Organisasi Internasional|,Banyaknya partisipasi Indonesia sebagai anggota dalam forum dan organisasi internasional.,32010026 Wilayah|,-,0,Total,keanggotaan
